Json Question,Generator Question,Answer,Bleu Score
II. Osman padişah ve yakınlarının devşirmelerle evlilik yapması yerine kimler ile evlenmesini sağlamak istedi?,"II. Osman, padişah ve yakınlarının devşirmelerle evlilik yapması yerine kim ile evlenmesini sağlamak istedi?",Türk ailelerinden kızları ile,0.6298129992394241
II. Osman neyi yeniden düzenleyerek imparatorluğun yeni koşullarına uydurmak istedi?,"II. Osman, hangi yasaları yeniden düzenleyerek, imparatorluğun yeni koşullarına uydurmak istedi?",Fatih Sultan Mehmet'in ve Kanuni Sultan Süleyman'ın yaptıkları yasaları,0.38163309113713373
IV. Mehmed'in saltanatı ne zaman sona ermiştir?,IV. Mehmed'in saltanatı hangi tarihte sona ermiştir?,8 Kasım 1687'de,0.3073940764756322
"II. Süleyman'ın saltanatı 8 Kasım 1687'de başlayıp 4 yıl sürmüştür, hangi tarihte sona ermiştir?",II. Süleyman'ın saltanatı hangi tarihte sona ermiştir?,22 Haziran 1691'de,0.21874242445215208
"II. Süleyman, ne zaman buna inanmamış, öldürüleceğini zannederek muhafızlara direnmiştir?","II. Süleyman ne zaman buna inanmamış, öldürüleceğini zannederek muhafızlara direnmiştir?",tahta geçirileceği zaman,0.7825422900366437
"Sultan II. Süleyman, IV. Mehmed'in tahttan indirilmesi üzerine ne oldu?","Sultan II. Süleyman, IV. Mehmed'in tahttan indirilmesi üzerine, 8 Kasım 1687'de kim oldu?",Osmanlı sultanı,0.48633831680799433
"II. Süleyman, kardeşi Sultan IV. Mehmed Han zamanında sarayda kimlerden ders aldı?","II. Süleyman, kardeşi Sultan IV. Mehmed Han zamanında sarayda hangi hocalardan ders aldı?",hususi hocalardan,0.7016035864257111
"Kalabalık bir grup saraya yürüyerek kimden zorbaların ortadan kaldırılmasını, sancak-ı şerifi çıkarmasını talep etti?",Bağdat'a gönderdiği paşa uzun çarpışmalar sonucunda bir şey elde edemedi fakat diğer taraftan Abaza Paşa teslim oldu ve kimden af diledi?,padişahtan,0.021597011339333432
Kim zorbalar tarafından azlettirildikten sonra öldürülmüştür?,Sadrazamın sefer hazırlıklarına başladığı 22 Ocak 1688'de şehirde yeniden kargaşa başlamış ve kim zorbalar tarafından azlettirildikten sonra öldürülmüştür?,sadrazam Siyavuş Paşa,0.20105373454060027
Ne ile 22 Aralık'ta normal bir divan toplantısı gerçekleştirildi?,Kimin ödemesi yapılabilmesiyle 22 Aralık'ta normal bir divan toplantısı gerçekleştirildi?,Ulufelerin ödemesi yapılabilmesiyle,0.6389431042462724
II. Süleyman tahta çıktıktan sonra ilk sorun neydi?,II. Süleyman tahta çıktıktan sonra ilk sorun nedir?,askerlere dağıtılacak cülûs bahşişi ile ulufelerin ödenmesi konusu,0.8408964152537145
"Budin, Osmanlı'nın kaç yıllık toprağıydı?","Avusturya Vişegrad, Uyvar ve Estergon'un ardından kaç yıllık Osmanlı toprağı Budin'e girmişti?",160 yıllık,0.06772997136689071
"Zitvatorok Antlaşması'na göre hangi devlet, Osmanlı Devleti'ne 200.000 altın savaş tazminatı ödeyecektir?",Zitvatorok Antlaşması'na göre; hangi devlet Osmanlı Devleti'ne 200.000 altın savaş tazminatı ödeyecektir?,Avusturya,0.5859059370151705
"Avusturya Vişegrad, Uyvar ve Estergon'u işgal ettikten sonra nereye girdiler?","Avusturya Vişegrad, Uyvar ve Estergon'un ardından nereye girmişti?",160 yıllık Osmanlı toprağı Budin'e,0.2846946938149361
Avusturya ne zaman Budin'e girmişti?,Avusturya kimin ardından 160 yıllık Osmanlı toprağı Budin'e girmişti?,"Vişegrad, Uyvar ve Estergon'un ardından",0.10552670315936319
II. Süleyman tahta çıktığı zaman kimler Mora yarımadasını işgal etmişlerdi?,Savaşın sonunda Osmanlılarla kim arasında barış yapıldı?,Venedikliler,0.0
"Hangi devletin düştüğü mağlubiyetler, Anadolu'daki eşkıyalık hareketlerini körüklüyordu?","Kimin düştüğü mağlubiyetler, hazine gelirleri üzerinde olumsuz etkiliyor ve Anadolu'daki eşkıyalık hareketlerini körüklüyordu?",Osmanlı devletinin,0.22997519112894443
Yeğen Osman Paşa nerede yolsuzluk yapıp zorla usulsüz vergiler topluyordu?,Avusturya cephesi serdarı Yeğen Osman Paşa nerede yolsuzluk yapıp zorla usulsüz vergiler topluyordu?,Rumeli'de,0.7361703354503866
Osmanlı 8 Eylül 1688'de nereyi kaybetti?,Osmanlı Devleti 8 Eylül 1688'de nereyi kaybetti?,Belgrad'ı,0.6434588841607617
"Osmanlı'nın nereyi kaybetmesi, kimlere Balkanların yolunu açtı?","Osmanlı'nın Belgrad'ı kaybetmesi, kime Balkanların yolunu açtı?",Avusturyalılara,0.2777619034011791
Nereler Avusturyalılar tarafından işgal edildi?,Kim Avusturyalılar tarafından işgal edildi?,"Bosna, Erdel ve Eflak",0.668740304976422
Salankamen Savaşı'ndan sonra Lipva ve Varat kaleleri kimler tarafından işgal edildi?,Salankamen Savaşı'ndan sonra Lipva ve Varat kaleleri kim tarafından işgal edildi?,Avusturyalılar,0.7016879391277372
Hangi tarihte Çelebi İbrahim Paşa komutasındaki Osmanlı kuvvetleri Eğriboz zaferini kazandılar?,Çelebi İbrahim Paşa komutasındaki Osmanlı kuvvetleri Eğriboz zaferini ne zaman kazandılar?,30 Ekim 1688'de,0.6989307622784944
1689 yazında II. Süleyman hangi sefere çıktı?,"1689 yazında II. Süleyman, hangi sefere çıktı?",Avusturya seferine,0.41113361690051975
Kimler 8 Temmuz 1690'da Gladova ve Orşova'yı geri aldılar?,Kim 8 Temmuz 1690'da Gladova ve Orşova'yı geri aldılar?,Sadrazam Köprülü Fazıl Mustafa Paşa komutasındaki Osmanlı kuvvetleri,0.8633400213704505
"Sadrazam Köprülü Fazıl Mustafa Paşa komutasındaki Osmanlı kuvvetleri, hangi tarihte Gladova ve Orşova'yı geri aldılar?","Sadrazam Köprülü Fazıl Mustafa Paşa komutasındaki Osmanlı kuvvetleri, Gladova ve Orşova'yı ne zaman geri aldılar?",8 Temmuz 1690'da,0.6104735835807844
"Zitvatorok Antlaşması'na göre, hangi devletin kendi elinde bulundurduğu Macaristan toprakları için ödemekte olduğu yıllık 30.000 altın vergi kaldırılacaktır?","Zitvatorok Antlaşması'na göre, hangi ülkenin kendi elinde bulundurduğu Macaristan toprakları için ödemekte olduğu yıllık 30.000 altın vergi kaldırılacaktır?",Avusturya'nın,0.8394327083733336
Neresi 11 Temmuz 1690'da Avusturya'nın eline geçti?,"1690'da Avusturya'nın eline geçtiyse de, Osmanlı kuvvetleri, 8 Ekim 1690'da Belgrad'ı geri almayı başardılar?",Kanije,0.10571070857151538
IV. Mehmed hangi lakapla anılırdı?,"IV. Mehmed, hangi lakabıyla anılırdı?",Avcı Mehmed lakabıyla,0.14058533129758727
IV. Mehmed hangi tarihte ölmüştür?,"IV. Mehmed, ölümü hangi tarihte Edirne'de ölmüştür?",6 Ocak 1693,0.1561969968460128
"IV. Mehmed, babasının tahttan indirilmesinin ardından 1648'de kaç yaşında tahta çıkan en genç padişah oldu?","IV. Mehmed, babasının tahttan indirilmesinin ardından 1 yaşında tahta çıkan en genç padişah oldu?",6,0.7285959997974691
"IV. Mehmed, neden avcı lakabıyla anılmıştır?","IV. Mehmed, neyden dolayı avcı lakabıyla anılmıştır?",ava düşkünlüğünden dolayı,0.3073940764756322
"IV. Mehmed, ava düşkünlüğünden dolayı hangi lakapla anılmıştır?","IV. Mehmed, ava düşkünlüğünden dolayı hangi lakabıyla anılmıştır?",avcı lakabıyla,0.7071067811865475
"IV. Mehmed'in saltanatı ne zaman başlayıp, 8 Kasım 1687'de sona ermiştir?","IV. Mehmed'in saltanatı hangi tarihte başlayıp, 8 Kasım 1687'de sona ermiştir?",8 Ağustos 1648'de,0.587728372510532
Hangi yılda Çanakkale boğazı önlerinde Venedik donanmasıyla yapılan savaşta Osmanlı donanması ağır bir yenilgi aldı?,Çanakkale boğazı önlerinde Venedik donanmasıyla yapılan savaş ne zaman Osmanlı donanması ağır bir yenilgi aldı?,1656 yılında,0.6475445426291286
Köprülü Mehmet Paşa kim tarafından sadrazam yapıldı?,1656 yılında iç ve dış sorunlara çözüm bulmak üzere kim tarafından sadrazam oldu?,Turhan Sultan tarafından,0.11498759556447223
1656 yılında Çanakkale boğazı önlerinde kimlerle yapılan savaşta Osmanlı donanması ağır bir yenilgi aldı?,1656 yılında Çanakkale boğazı önlerinde kimin donanmasıyla yapılan savaşta Osmanlı donanması ağır bir yenilgi aldı?,Venedik donanmasıyla,0.7241577342575828
1656 yılında Çanakkale boğazı önlerinde Venedik donanmasıyla yapılan savaşta kimler ağır bir yenilgi aldı?,1656 yılında Çanakkale boğazı önlerinde Venedik donanmasıyla yapılan savaşta kim ağır bir yenilgi aldı?,Osmanlı donanması,0.7825422900366437
"Kimler öldürtülüp, cesetleri Sultanahmet Meydanı'nda bir çınar ağacına asıldı?","Kim öldürtülüp, cesetleri Sultanahmet Meydanı'nda bir çınar ağacına asıldı?",30 devlet adamı ve saray ağası,0.8633400213704505
"30 devlet adamı ve saray ağası öldürtülüp, cesetleri nereye asıldı?",Ayaklananların padişaha verdikleri listedeki 30 devlet adamı ve saray ağası öldürtüldü ve cesetleri nereye asıldı?,Sultanahmet Meydanı'nda bir çınar ağacına,0.4121183751323027
"30 devlet adamı ve saray ağası öldürtülüp, cesetleri Sultanahmet Meydanı'nda bir çınar ağacına asılması olayına ne denir?","30 devlet adamı ve saray ağası öldürtülüp, cesetleri Sultanahmet Meydanı'nda bir çınar ağacına asıldı ve bu olaya ne denir?",Vaka-i Vakvakiye (Çınar olayı),0.6929598487720369
Tarhuncu Ahmet Paşa kimler tarafından padişahın gözünden düşürüldü ve öldürtüldü?,Tarhuncu Ahmet Paşa kim tarafından padişahın gözünden düşürüldü ve öldürtüldü?,rakipleri tarafından,0.6580370064762462
IV. Mehmed 1652 yılında kimi sadrazam yaptı?,"IV. Mehmed, 1652 yılında mali durumu düzeltmesi için kim sadrazam yaptı?",Tarhuncu Ahmet Paşa'yı,0.11208466750961148
"IV. Mehmed, Tarhuncu Ahmed Paşa'yı hangi yılda sadrazam yaptı?","IV. Mehmed, Tarhuncu Ahmet Paşa'yı ne zaman sadrazam yaptı?",1652 yılında,0.23356898886410005
"Osmanlı, İkinci Viyana Kuşatması'nda ağır kayıplar vererek nereye çekilmiştir?","Osmanlı Devleti, İkinci Viyana Kuşatması'nda ağır kayıplar vererek nereye çekilmiştir?",Belgrad'a,0.7598356856515925
"Osmanlı, hangi savaşta ağır kayıplar vererek Belgrad'a çekilmiştir?",Osmanlı Devleti nerede ağır kayıplar vererek Belgrad'a çekilmiştir?,İkinci Viyana Kuşatması'nda,0.5169731539571706
İkinci Viyana Kuşatması ne kadar sürmüştür?,İkinci Viyana Kuşatması kaç ay sürmüştür?,2 ay,0.32466791547509893
"IV. Murad, 17. Osmanlı padişahı ve 96. nedir?","IV. Murad, 17. Osmanlı padişahı ve 96. hangi halifesidir?",İslam halifesidir,0.7259795291154771
IV. Murad ne olarak anılıyordu?,"IV. Murad, Revan ve Bağdat seferlerinden dolayı hangi fatihi olarak anılıyordu?",Bağdat fatihi,0.08295193507109859
IV. Murad idareyi tam anlamıyla hangi yılda eline aldı?,"IV. Murad, idareyi tam anlamıyla hangi yılda eline aldı, 1640 yılında vefat etti?",1632 yılında,0.3955332535877179
IV. Murad kaç yılında vefat etmiştir?,"gece aniden fenalaşan IV. Murad ne zaman bir gece aniden fenalaşan IV. Murad, ara ara şuurunu dahi kaybetti?",1640 yılında,0.0429538241783181
"Kaç yılında şehrin beşte birini kül eden yangına, Cibalikapısı dışındaki bir gemi kalafatçısının sebebiyet verdiği bilinmektedir?","1623 yılında şehrin beşte birini kül eden yangına, Cibalikapısı dışındaki bir gemi kalafatçısının sebebiyet verdiği bilinmektedir?",1623 yılında,0.9306048591020997
IV. Murad 1632 yılında kimleri ortadan kaldırdıktan sonra tahtın idaresini eline aldı?,"IV. Murad, tahtın idaresini Sadrazam neyi 1632 yılında ortadan kaldırdıktan sonra eline aldı?",Recep Paşa'yı ve zorbalarını,0.195369012472625
"Kaç yılında Bağdat, Safevilerin eline geçti?","1623 yılında Bağdat, Safevilerin eline geçti ancak geri almak IV. Murad'ın ilk hedefiydi?",1624 yılında,0.1933853138176172
"Revan, 1636 yılında kimlerin eline geçti?","Revan, 1636 yılında, Osmanlı ordusunun Revan'dan ayrılışından hemen sonra kimin eline geçti?",Safevilerin,0.09578464408619825
IV. Murad'ın saltanatının döneminde ne problemleri Osmanlı topraklarında da kendini gösteriyordu?,IV. Murad'ın saltanatının döneminde Avrupa Otuzyıl Savaşları'nın buhranı içindeydi ve neyi Osmanlı topraklarında da kendini gösteriyordu?,mezhep problemleri,0.3835193624233828
IV. Murad'ın saltanatının döneminde mezhep problemleri nerede de kendini gösteriyordu?,IV. Murad'ın saltanatının döneminde mezhep problemleri nerede kendini gösteriyordu?,Osmanlı topraklarında da,0.7189393375176814
Osmanlı içindeki asayişsizlik had safhaya ulaşınca IV. Murad ne için harekete geçti?,Osmanlı içindeki asayişsizlik had safhaya ulaşınca IV. Murad neden harekete geçti?,kendi otoritesini kurmak için,0.6774702029865007
Ne zaman IV. Murad kendi otoritesini kurmak için harekete geçti?,Kim IV. Murad kendi otoritesini kurmak için harekete geçti?,Osmanlı içindeki asayişsizlik had safhaya ulaşınca,0.7725505949016372
IV. Murad kendi otoritesini kurmak için öncelikli olarak kimleri bertaraf etti?,IV. Murad kendi otoritesini kurmak için öncelikli olarak neyi bertaraf etti?,zorbalaşan devlet adamlarını,0.7419446627365011
"IV. Murad, zorbalaşan devlet adamlarının bertarafı için nasıl yöntemlere başvurdu?","IV. Murad zorbalaşan devlet adamlarını bertaraf etti, bunun için ne yöntemlere başvurdu?",sert,0.10600313379512592
"IV. Murad, zorbalaşan devlet adamlarının bertarafı için neye başvurdu?","IV. Murad zorbalaşan devlet adamlarını bertaraf etti, bunun için neye başvurdu?",sert yöntemlere,0.18360281349467958
IV. Murad nereleri yeni bir yangın çıkar bahanesiyle yıktırdı ve tütünü yasakladı?,1623 yılındaki yangın yangın adı nedir?,kahvehaneleri,0.029859662827819114
"1632-1633 yılında İran seferine çıkan IV. Murad, aldığı kalenin adıyla Revan Seferi olarak anıldı ve 10 günlük bir direnişin ardından nere teslim alındı?","1632-1633 yılında İran seferine çıkan IV. Murad, aldığı kalenin adıyla nere Seferi olarak anıldı ve 10 günlük bir direnişin ardından Revan teslim alındı?",Revan,0.7850707310236376
"IV. Murad, annesinin kendisine karşı entrikalar çevirmesinden kaygılandığı için kimleri ortadan kaldırmaya başladı?","IV. Murad, annesinin kendisine karşı entrikalar çevirmesinden kaygılandığı için neyi ortadan kaldırmaya başladı?",kardeşlerini,0.7611606003349892
"IV. Murad, kimleri öldürttü?","IV. Murad, annesinin kendisine karşı entrikalar çevirmesinden kaygılandığı için kardeşlerini ortadan kaldırmaya başladı ve Revan zaferinin estireceği olumlu Havayı uygun görüp İstanbul'da bulunan kim öldürttü?",Şehzade Bayezid ile Süleyman'ı,0.03333744983027297
"Kaç yılında IV. Murad, ordusu ile yine Revan'ı geri aldı?","Osmanlı Devleti, Revan'ı geri almak için sefer hazırlıkları başlattı ve hangi yılda IV. Murad, ordusu ile yine Revan'ı geri aldı?",1639 yılında,0.346697783111003
"IV. Murad, hangi seferde başlayan ve gittikçe artan gut hastalığına yakalandı?","IV. Murad, hangi seferi'nde başlayan ve gittikçe artan gut hastalığına yakalandı?",Revan Seferi'nde,0.7016879391277372
IV. Murad ne zaman kendisine şiddetli bir baş ağrısı ve ardından titreme gelerek yatağa düştü?,"IV. Murad, ne zaman kendisine şiddetli bir baş ağrısı ve ardından titreme gelerek yatağa düştü?",Bağdat Seferi'nden dönüşte,0.8666415730847504
"1640 yılında bir gece aniden fenalaşan IV. Murad, ara ara neyini dahi kaybetti?","1640 yılında bir gece aniden fenalaşan IV. Murad, ara ara neyi dahi kaybetti?",şuurunu,0.7910665071754358
IV. Murad ne zaman hayatını kaybetti?,IV. Murad hangi tarihte hayatını kaybetti?,8 Şubat 1640'da,0.2295748846661433
"IV. Murad'ın tabutu, hangi türbeye defnedildi?","IV. Murad'ın tabutu, neye defnedildi?",Sultan Ahmet Camii yanındaki babası I. Ahmet'in türbesine,0.3498330125272252
Sultan İbrahim kaç yaşında tahta geçmiştir?,"Sultan İbrahim, 8 Şubat 1640'ta ağabeyi IV. Murad'ın ölümü üzerine kaç yaşında ve 18. padişah olarak Osmanlı tahtına çıktı?",25 yaşında,0.04480836160121356
Sultan İbrahim'in erkek kardeşleri IV. Murad tarafından öldürtülmüş olduğundan nasıl büyümüştü?,Sultan İbrahim'in erkek kardeşleri IV. Murad tarafından öldürtülmüş olduğundan ne için büyümüştü?,korku içinde,0.7292571723872933
"Kim, annesi Kösem Sultan sayesinde kurtuldu ve Osmanlı tahtına çıktı?",Kim annesi Kösem Sultan sayesinde kurtuldu ve Osmanlı tahtına çıktı?,Şehzade olan İbrahim,0.8801117367933934
Sultan İbrahim kim sayesinde kurtuldu ve Osmanlı tahtına çıktı?,"Şehzade olan İbrahim, annesi kim sayesinde kurtuldu ve Osmanlı tahtına çıktı?",Kösem Sultan sayesinde,0.5706745777055999
"IV. Murad ölürken, Kösem Sultan neyi engelledi?",IV. Murad ölürken hangi emrini engelledi?,Şehzade İbrahim'in katledilmesi ve tahta Kırım hanının geçmesi emrini,0.1520721822274009
Kim 1638'de Bağdat Seferi arefesinde boğduruldu?,Kösem Sultan'dan doğan öz kardeşi kimdir?,Şehzade Kasım,0.0
Şehzade Kasım hangi yılda boğduruldu?,Şehzade Kasım ne zaman Bağdat Seferi arefesinde boğduruldu?,1638'de,0.12223075560872526
"IV. Murad, Şehzade Bayezid'i ne zaman boğdurdu?",IV. Murad Şehzade Bayezid 1635'te nereye çıkarken ibrişim kemendiyle boğdurdu?,Revan Sefer'ine çıkarken,0.05522397783539469
"IV. Murad, Şehzade Bayezid'i hangi yılda boğdurdu?",IV. Murad Şehzade Bayezid ne zaman Revan Sefer'ine çıkarken ibrişim kemendiyle boğdurdu?,1635'te,0.044568827606990644
Sultan İbrahim 2 yaşında nereye kapatıldı?,Sultan İbrahim 2 yaşındayken nereye kapatıldı?,Kafes'e,0.37991784282579627
Saraya yönelen topluluk kimi tahttan indirmek için harekete geçti?,saraya yönelen topluluk neyi tahttan indirmek için harekete geçti?,Sultan İbrahim'i,0.5133450480401704
"Sultan İbrahim, Veziriazam Salih Paşa'yı üfürükçünün evinde neyle boğdurttu?","Sultan İbrahim, Veziriazam Salih Paşa'yı üfürükçünün evinde neyi boğdurttu?",kuyu ipiyle,0.7506238537503395
Kimin Celali ilan edilerek kendisine olan destek azaltıldı?,Ayrıca kimin Celali olduğu ilan edilerek ona olan desteğin zayıflatılması hedeflendi?,Varvar Ali Paşa'nın,0.08913765521398126
"İpşir Paşa, kimi idam ettirdi ve Varvar Ali Paşa'nın kesilen başı İstanbul'a yollandı?","İpşir Paşa, neyi idam ettirdi ve Varvar Ali Paşa'nın kesilen başı İstanbul'a yollandı?",Varvar Ali Paşa'yı,0.7910665071754358
Kim eşini Padişah İbrahim'e vermeyi kabul etmediği İpşir Paşa'nın saldırısına uğradı?,"Kim, onu öldürmek için görevlendirilen askerleri bulunduğu şehre sokmadı?",Varvar Ali Paşa,0.0
Varvar Ali Paşa kimin saldırısına uğradı?,"Varvar Ali Paşa, eşini Padişah İbrahim'e vermeyi kabul etmediği kimin saldırısına uğradı?",İpşir Paşa'nın,0.15851165692617153
"Varvar Ali Paşa, neyini Padişah İbrahim'e vermeyi kabul etmediği İpşir Paşa'nın saldırısına uğradı?","Varvar Ali Paşa, kimin Padişah İbrahim'e vermeyi kabul etmediği İpşir Paşa'nın saldırısına uğradı?",eşini,0.7611606003349892
İpşir para ne ile ödüllendirildi?,İpşir Paşa bunun üzerine hangi valiliği ile ödüllendirildi?,Halep valiliği ile,0.12223075560872526
Varvar Ali Paşa'nın çıkardığı isyan hangisidir?,1647'de tayin edildiği Sivas beylerbeyiliği sırasında Varvar Ali Paşa'nın çıkardığı isyanın adı nedir?,Varvar Ali Paşa İsyanı,0.1933853138176172
Varvar Ali Paşa İsyanı hangi yılda çıkmıştır?,Varvar Ali Paşa İsyanı hangi tarihte tayin edildiği Sivas beylerbeyiliği sırasında Varvar Ali Paşa'nın çıkardığı isyandır?,1647'de,0.22894156860669912
"Sadrazam Ahmet Paşa'nın teşviki ile padişahın nelere meyletmesi, rüşvetin genel olarak yaygınlaşması, halkın perişan olması, samur kürk merakının büyük tepkilere yol açması sonucu padişahın indirilmesi için harekete geçilmesine neden oldu?","Sadrazam Ahmet Paşa'nın teşviki ile padişahın neye meyletmesi, rüşvetin genel olarak yaygınlaşması, halkın perişan olması, samur kürk merakının büyük tepkilere yol açması sonucu padişahın indirilmesi için harekete geçilmesine neden oldu?",kadınlara ve güreş eğlencelerine,0.9095930632220222
"Orta camide toplanan grup Kösem Sultan'a, ne diye haber yolladılar?",Orta camide toplanan grup Kösem Sultan'a ne diye haber yolladılar?,"'Padişahın indirilmesine ittifak olunmuştur, cumhura muhalefet caiz değildir, büyük şehzade Sultan Mehmed biat için camiye gönderile'",0.6580370064762462
Kösem Sultan camide cülus olamayacağını söyleyerek kimi saraya davet etti?,Kösem Sultan camide cülus olamayacağını söyleyerek neyi saraya davet etti?,Orta camide toplanan grubu,0.6580370064762462
"I. İbrahim kapatıldığı odada 10 gün kadar kalabildi, ne oldu?","28 Temmuz 1808 tarihinde III. Selim'i tekrar tahta çıkarmak amacıyla Rusçuk ayanı Alemdar Mustafa Paşa saraya yaklaşırken, III. Selim padişah IV. Mustafa'nın emriyle ne oldu?",boğduruldu,0.030123786461877338
III. Ahmed'in divan edebiyatındaki mahlası nedir?,"III. Ahmed, divan edebiyatındaki mahlası nedir?",Necib,0.537284965911771
III. Ahmed hangi tarihte İstanbul'da ölmüştür?,"III. Ahmed, divan edebiyatındaki mahlası Necib, 30 Aralık 1673 tarihinde Dobriç'te doğmuştur, hangi tarihte İstanbul'da ölmüştür?",1 Temmuz 1736 tarihinde,0.16188613565728213
III. Ahmed ne padişahıdır?,"III. Ahmed, hangi padişahıdır?",Lale Devri,0.18995892141289816
"Sultan III. Ahmed, Sultan II. Mustafa'nın tahttan indirilmesi üzerine hangi tarihte, 30 yaşında iken Edirne'de tahta geçti? ","Sultan III. Ahmed, Sultan II. Mustafa'nın tahttan indirilmesi üzerine hangi tarihte, 30 yaşında iken Edirne'de tahta geçti?",22 Ağustos 1703 tarihinde,1.0
"III. Ahmed, ne ile de yakından ilgileniyordu?","Ayrıca III. Ahmed, neyi ile de yakından ilgileniyordu?",musiki,0.4111336169005197
"III. Ahmed'in gençliği, kimlere göre bir hayli serbest geçti?","III. Ahmed'in gençliği, kime göre bir hayli serbest geçti?",diğer Osmanlı şehzadelerine göre,0.5969491792019646
"Şehzadelerin öldürülmesi geleneği kalktığından, III. Ahmed nasıl bir hayat sürdü?","Şehzadelerin öldürülmesi geleneği kalktığından, III. Ahmed neyi bir hayat sürdü?",rahat,0.6580370064762462
"27 yıl gibi uzun bir süre tahtta kalan III. Ahmed, hangi isyan sonucunda, 1 Ekim 1730 tarihinde padişahlıktan çekilmek zorunda kaldı?","27 yıl gibi uzun bir süre tahtta kalan III. Ahmed, hangi isyanı sonucunda, 1 Ekim 1730 tarihinde padişahlıktan çekilmek zorunda kaldı?",Patrona Halil İsyanı sonucunda,0.8656030552541708
"Sultan III. Ahmed'in padişahlığının ilk günleri, ne gayretleri ile geçti?","Sultan III. Ahmed'in padişahlığının ilk günleri, neyi gayretleri ile geçti?",tamamen disiplinden çıkmış yeniçerileri yatıştırma,0.6580370064762462
"III. Ahmed'in sadrazamlığa getirdiği Çorlulu Ali Paşa, ne için yeni düzenlemelerde bulundu?","III. Ahmed'in sadrazamlığa getirdiği Çorlulu Ali Paşa, hangi hazine için yeni düzenlemelerde bulundu?",hazine için,0.6703420896351792
III. Mehmed yılda doğmuştur?,II. Selim hayattaki tek oğlu olarak ne zaman tahta geçti?,1566,0.0
Osmanlı İmparatorluğu'nun ekonomik sorunları kaçıncı yüzyıldan itibaren toprak kaybetmesi ve sürekli bütçe açığı vermesiyle başladı ?,"Osmanlı İmparatorluğu'nun ekonomik sorunları, ne zamandan itibaren toprak kaybetmesi ve sürekli bütçe açığı vermesiyle başladı?",17. yüzyıldan itibaren,0.5335030062745211
"III. Osman, 17. yüzyıldan itibaren neden Topkapı Sarayı'nda Şehzadegan Dairesi'ne kapatıldı ve Şehzadegan Dairesi'nde 51 yıl kapalı kaldı?","III. Osman, 17. yüzyıldan itibaren neyi için Topkapı Sarayı'nda Şehzadegan Dairesi'ne kapatıldı ve Şehzadegan Dairesi'nde 51 yıl kapalı kaldı?",sarayda yetiştirilmesi için,0.7912619863720214
"III. Osman, 17. yüzyıldan itibaren sarayda yetiştirilmesi için Topkapı Sarayı'nda nereye kapatıldı ve Şehzadegan Dairesi'nde 51 yıl kapalı kaldı?","III. Osman, 17. yüzyıldan itibaren sarayda yetiştirilmesi için Topkapı Sarayı'nda kime kapatıldı ve Şehzadegan Dairesi'nde 51 yıl kapalı kaldı?",Şehzadegan Dairesi'ne,0.8492326635760689
"III. Osman, ne almış ve kendini yetiştirmişti?","III. Osman, neyi almış ve kendini yetiştirmişti?",iyi bir eğitim,0.488923022434901
"III. Osman, iyi bir eğitim almış ve kimi yetiştirmişti?","III. Osman, iyi bir eğitim almış ve neyi yetiştirmişti?",kendini,0.7506238537503395
III. Osman ne kadar süre saltanat sürmüş ve bu süre içinde 7 tane veziriazam değiştirmiştir?,"III. Osman, hangi gün saltanat sürmüş ve bu süre içinde 7 tane veziriazam değiştirmiştir?",2 yıl 10 ay 18 gün,0.6453174978135058
"III. Osman, 30 Ekim 1757 tarihinde şirpençeden dolayı vefat etmiştir ve nereye defnedilmiştir?","III. Osman, 30 Ekim 1757 tarihinde şirpençeden dolayı vefat etmiştir ve neye defnedilmiştir?",Yeni Cami Turhan Valide Sultan türbesine,0.842362674378975
"Hangi tarihte III. Selim'i tekrar tahta çıkarmak amacıyla Rusçuk ayanı Alemdar Mustafa Paşa saraya yaklaşırken, III. Selim padişah IV. Mustafa'nın emriyle boğduruldu?","hangi tarihte III. Selim'i tekrar tahta çıkarmak amacıyla Rusçuk ayanı Alemdar Mustafa Paşa saraya yaklaşırken, III. Selim padişah IV. Mustafa'nın emriyle boğduruldu?",28 Temmuz 1808 tarihinde,0.9510699415570292
"I. Abdülhamid 7 Nisan 1789 tarihinde ölünce, III. Selim nereyi temelinden sarsacak olan Fransız Devrimi'nin eşiğinde tahta çıktı?","I. Abdülhamid 7 Nisan 1789 tarihinde ölünce, III. Selim neyi temelinden sarsacak olan Fransız Devrimi'nin eşiğinde tahta çıktı?",Avrupa'yı,0.8394327083733336
"I. Abdülhamid 7 Nisan 1789 tarihinde ölünce, III. Selim hangi devrimin eşiğinde tahta çıktı?","I. Abdülhamid 7 Nisan 1789 tarihinde ölünce, III. Selim nerede tahta çıktı?",Avrupa'yı temelinden sarsacak olan Fransız Devrimi'nin eşiğinde,0.6510803637373397
"III. Selim tahta çıktığında, Osmanlı Devleti hangi ülkeler ile savaş halindeydi?","III. Selim tahta çıktığında, Osmanlı Devleti kime savaş halindeydi?",hem Avusturya hem de Rusya'yla,0.528993443482769
Kaç yılında Avusturya'yla yapılan Ziştovi Antlaşması'yla ve 1792 yılında Rusya'yla yapılan Yaş Antlaşması ile savaşlar son buldu?,hangi yılda Avusturya'yla yapılan Ziştovi Antlaşması'yla ve 1792 yılında Rusya'yla yapılan Yaş Antlaşması ile savaşlar son buldu?,1792 yılında,0.8702397637697912
